#REF	ALT	Missing	Total
215	11	2	228
214	12	2	228
191	33	4	228
117	105	6	228
131	97	0	228
224	2	2	228
212	4	12	228
82	146	0	228
190	38	0	228
128	96	4	228
102	126	0	228
220	8	0	228
181	47	0	228
172	54	2	228
58	166	4	228
93	135	0	228
225	3	0	228
210	18	0	228
2	224	2	228
202	14	12	228
214	2	12	228
222	6	0	228
219	9	0	228
196	32	0	228
219	9	0	228
214	12	2	228
225	3	0	228
12	210	6	228
14	214	0	228
219	9	0	228
217	5	6	228
197	31	0	228
221	7	0	228
224	4	0	228
207	11	10	228
220	2	6	228
211	17	0	228
170	56	2	228
191	37	0	228
206	22	0	228
163	65	0	228
26	194	8	228
16	212	0	228
209	19	0	228
222	4	2	228
94	134	0	228
94	134	0	228
217	11	0	228
142	86	0	228
99	119	10	228
110	112	6	228
220	8	0	228
176	52	0	228
18	210	0	228
159	57	12	228
159	65	4	228
222	6	0	228
163	65	0	228
94	134	0	228
225	3	0	228
118	102	8	228
214	6	8	228
226	2	0	228
128	96	4	228
223	5	0	228
194	34	0	228
215	3	10	228
225	3	0	228
61	163	4	228
220	2	6	228
214	14	0	228
215	3	10	228
216	12	0	228
216	12	0	228
207	21	0	228
215	13	0	228
217	11	0	228
206	20	2	228
214	2	12	228
172	54	2	228
203	25	0	228
223	5	0	228
225	3	0	228
86	140	2	228
152	74	2	228
210	18	0	228
95	127	6	228
190	28	10	228
91	135	2	228
107	121	0	228
200	20	8	228
206	18	4	228
226	2	0	228
182	44	2	228
179	49	0	228
172	54	2	228
156	68	4	228
222	6	0	228
181	43	4	228
222	6	0	228
179	49	0	228
150	66	12	228
198	26	4	228
212	10	6	228
201	25	2	228
218	4	6	228
110	114	4	228
108	120	0	228
52	176	0	228
219	9	0	228
215	13	0	228
193	35	0	228
220	6	2	228
216	12	0	228
209	17	2	228
217	11	0	228
116	112	0	228
109	119	0	228
214	12	2	228
63	165	0	228
220	4	4	228
224	2	2	228
154	72	2	228
193	31	4	228
220	8	0	228
135	93	0	228
184	38	6	228
219	3	6	228
210	18	0	228
216	12	0	228
91	135	2	228
205	23	0	228
138	84	6	228
208	20	0	228
90	138	0	228
225	3	0	228
42	186	0	228
171	57	0	228
222	6	0	228
211	5	12	228
4	214	10	228
147	71	10	228
224	2	2	228
130	96	2	228
225	3	0	228
214	2	12	228
210	18	0	228
153	63	12	228
219	9	0	228
3	225	0	228
209	7	12	228
207	13	8	228
192	36	0	228
196	20	12	228
222	6	0	228
212	4	12	228
222	6	0	228
193	35	0	228
198	28	2	228
8	220	0	228
119	105	4	228
192	30	6	228
180	48	0	228
220	8	0	228
209	19	0	228
197	19	12	228
95	121	12	228
85	143	0	228
194	34	0	228
200	18	10	228
200	22	6	228
216	2	10	228
168	60	0	228
178	50	0	228
161	67	0	228
199	29	0	228
226	2	0	228
183	43	2	228
220	8	0	228
219	5	4	228
205	23	0	228
71	157	0	228
213	15	0	228
169	59	0	228
177	51	0	228
205	23	0	228
208	14	6	228
220	2	6	228
220	8	0	228
222	6	0	228
220	2	6	228
212	16	0	228
215	9	4	228
202	22	4	228
222	6	0	228
64	164	0	228
88	138	2	228
213	13	2	228
93	133	2	228
127	101	0	228
171	51	6	228
179	47	2	228
32	186	10	228
216	10	2	228
169	59	0	228
226	2	0	228
224	4	0	228
103	119	6	228
95	123	10	228
217	3	8	228
221	7	0	228
162	56	10	228
216	2	10	228
226	2	0	228
212	16	0	228
191	33	4	228
213	15	0	228
8	220	0	228
219	3	6	228
106	122	0	228
209	19	0	228
188	36	4	228
225	3	0	228
219	9	0	228
33	195	0	228
11	211	6	228
63	165	0	228
220	8	0	228
215	5	8	228
223	5	0	228
4	224	0	228
220	4	4	228
222	6	0	228
131	97	0	228
206	22	0	228
222	2	4	228
208	20	0	228
224	4	0	228
13	211	4	228
211	9	8	228
208	10	10	228
171	45	12	228
98	130	0	228
158	58	12	228
207	21	0	228
81	135	12	228
205	11	12	228
224	4	0	228
225	3	0	228
226	2	0	228
158	70	0	228
98	130	0	228
58	160	10	228
14	210	4	228
217	5	6	228
212	10	6	228
22	204	2	228
204	18	6	228
221	3	4	228
170	58	0	228
217	9	2	228
222	2	4	228
155	61	12	228
166	50	12	228
224	4	0	228
191	33	4	228
171	57	0	228
22	206	0	228
224	4	0	228
212	10	6	228
226	2	0	228
186	32	10	228
116	112	0	228
213	7	8	228
224	4	0	228
216	10	2	228
224	4	0	228
222	6	0	228
224	4	0	228
225	3	0	228
211	13	4	228
211	15	2	228
175	53	0	228
158	68	2	228
58	170	0	228
220	8	0	228
9	219	0	228
226	2	0	228
224	2	2	228
215	13	0	228
129	97	2	228
127	95	6	228
72	156	0	228
183	45	0	228
7	215	6	228
205	21	2	228
105	123	0	228
174	48	6	228
160	68	0	228
226	2	0	228
226	2	0	228
216	12	0	228
116	112	0	228
216	6	6	228
206	12	10	228
201	21	6	228
180	48	0	228
185	43	0	228
193	23	12	228
207	11	10	228
220	6	2	228
91	133	4	228
224	2	2	228
58	170	0	228
170	58	0	228
81	141	6	228
88	140	0	228
214	2	12	228
217	11	0	228
61	167	0	228
226	2	0	228
3	225	0	228
215	13	0	228
160	68	0	228
216	10	2	228
168	60	0	228
226	2	0	228
226	2	0	228
213	9	6	228
222	4	2	228
106	122	0	228
209	7	12	228
200	24	4	228
142	86	0	228
30	198	0	228
226	2	0	228
93	135	0	228
218	4	6	228
154	74	0	228
142	86	0	228
90	138	0	228
186	34	8	228
159	69	0	228
224	4	0	228
4	214	10	228
221	7	0	228
209	7	12	228
222	6	0	228
214	2	12	228
129	97	2	228
222	6	0	228
199	17	12	228
221	5	2	228
222	4	2	228
155	61	12	228
212	8	8	228
211	17	0	228
222	4	2	228
183	43	2	228
133	93	2	228
99	123	6	228
157	71	0	228
224	2	2	228
225	3	0	228
18	210	0	228
13	215	0	228
199	29	0	228
220	6	2	228
224	2	2	228
18	210	0	228
42	184	2	228
12	214	2	228
182	42	4	228
14	214	0	228
209	15	4	228
4	214	10	228
14	206	8	228
218	10	0	228
4	218	6	228
16	212	0	228
201	25	2	228
219	5	4	228
201	23	4	228
183	45	0	228
202	24	2	228
202	24	2	228
142	86	0	228
161	67	0	228
212	16	0	228
224	4	0	228
202	24	2	228
133	95	0	228
213	15	0	228
205	17	6	228
225	3	0	228
187	41	0	228
14	208	6	228
81	147	0	228
157	65	6	228
107	121	0	228
213	15	0	228
73	155	0	228
191	37	0	228
139	87	2	228
160	62	6	228
224	4	0	228
226	2	0	228
140	78	10	228
218	4	6	228
114	114	0	228
207	21	0	228
195	29	4	228
200	28	0	228
209	15	4	228
193	35	0	228
168	60	0	228
128	92	8	228
177	51	0	228
95	131	2	228
60	168	0	228
198	30	0	228
14	214	0	228
220	6	2	228
218	2	8	228
226	2	0	228
222	4	2	228
223	5	0	228
223	5	0	228
87	131	10	228
186	42	0	228
203	23	2	228
220	2	6	228
218	10	0	228
14	214	0	228
166	60	2	228
182	38	8	228
199	21	8	228
44	178	6	228
191	37	0	228
117	101	10	228
218	8	2	228
220	8	0	228
51	173	4	228
190	34	4	228
208	18	2	228
220	6	2	228
191	37	0	228
209	19	0	228
221	3	4	228
224	4	0	228
226	2	0	228
218	10	0	228
212	16	0	228
213	13	2	228
224	2	2	228
39	189	0	228
7	219	2	228
225	3	0	228
36	192	0	228
91	125	12	228
226	2	0	228
225	3	0	228
56	172	0	228
212	12	4	228
175	43	10	228
152	74	2	228
212	12	4	228
224	4	0	228
162	66	0	228
225	3	0	228
214	14	0	228
5	223	0	228
59	165	4	228
218	2	8	228
109	119	0	228
120	108	0	228
122	106	0	228
122	106	0	228
7	213	8	228
162	66	0	228
172	56	0	228
200	28	0	228
217	11	0	228
41	187	0	228
222	6	0	228
178	50	0	228
224	4	0	228
212	10	6	228
160	68	0	228
132	92	4	228
149	73	6	228
212	4	12	228
218	2	8	228
214	14	0	228
166	62	0	228
17	205	6	228
99	127	2	228
140	86	2	228
214	2	12	228
192	36	0	228
72	156	0	228
155	69	4	228
159	69	0	228
167	61	0	228
142	82	4	228
224	2	2	228
212	16	0	228
59	169	0	228
217	11	0	228
24	204	0	228
142	84	2	228
210	8	10	228
100	128	0	228
217	3	8	228
4	220	4	228
165	63	0	228
132	92	4	228
215	13	0	228
147	81	0	228
203	25	0	228
132	88	8	228
226	2	0	228
178	48	2	228
118	108	2	228
197	23	8	228
194	28	6	228
118	100	10	228
218	10	0	228
10	206	12	228
183	43	2	228
101	127	0	228
24	200	4	228
15	213	0	228
213	15	0	228
211	11	6	228
169	59	0	228
218	8	2	228
84	144	0	228
215	3	10	228
146	82	0	228
151	77	0	228
223	3	2	228
222	2	4	228
220	8	0	228
92	136	0	228
224	4	0	228
216	2	10	228
217	7	4	228
27	191	10	228
144	82	2	228
67	155	6	228
71	157	0	228
57	167	4	228
37	191	0	228
194	34	0	228
226	2	0	228
220	8	0	228
210	16	2	228
212	16	0	228
220	8	0	228
224	4	0	228
216	2	10	228
186	34	8	228
143	83	2	228
207	21	0	228
205	23	0	228
187	41	0	228
224	4	0	228
218	2	8	228
226	2	0	228
145	81	2	228
205	23	0	228
205	23	0	228
185	41	2	228
206	14	8	228
210	14	4	228
169	53	6	228
207	19	2	228
185	41	2	228
189	33	6	228
149	79	0	228
208	10	10	228
130	86	12	228
21	207	0	228
16	212	0	228
16	212	0	228
224	4	0	228
226	2	0	228
216	2	10	228
124	104	0	228
124	104	0	228
105	121	2	228
70	158	0	228
224	2	2	228
174	52	2	228
46	182	0	228
225	3	0	228
125	101	2	228
159	69	0	228
32	196	0	228
220	6	2	228
212	6	10	228
215	5	8	228
205	19	4	228
224	2	2	228
224	2	2	228
223	5	0	228
225	3	0	228
225	3	0	228
138	90	0	228
211	11	6	228
168	56	4	228
188	40	0	228
191	37	0	228
43	185	0	228
224	4	0	228
205	19	4	228
25	191	12	228
221	7	0	228
223	5	0	228
203	25	0	228
10	218	0	228
214	14	0	228
222	6	0	228
202	20	6	228
224	4	0	228
226	2	0	228
226	2	0	228
220	2	6	228
94	134	0	228
23	203	2	228
214	14	0	228
217	7	4	228
221	7	0	228
216	4	8	228
154	74	0	228
222	6	0	228
214	6	8	228
214	10	4	228
160	68	0	228
11	213	4	228
9	219	0	228
220	2	6	228
70	158	0	228
220	8	0	228
191	37	0	228
196	30	2	228
220	8	0	228
220	8	0	228
180	42	6	228
144	82	2	228
148	76	4	228
211	7	10	228
201	23	4	228
175	51	2	228
146	82	0	228
224	4	0	228
220	2	6	228
179	49	0	228
13	203	12	228
79	149	0	228
182	46	0	228
223	5	0	228
134	82	12	228
170	52	6	228
162	66	0	228
223	5	0	228
162	66	0	228
187	41	0	228
212	4	12	228
74	142	12	228
110	118	0	228
206	20	2	228
15	201	12	228
111	113	4	228
198	28	2	228
98	118	12	228
226	2	0	228
66	156	6	228
215	5	8	228
220	4	4	228
97	129	2	228
202	26	0	228
180	46	2	228
209	13	6	228
5	219	4	228
72	156	0	228
70	156	2	228
197	31	0	228
163	55	10	228
210	8	10	228
190	32	6	228
189	37	2	228
146	82	0	228
213	15	0	228
178	50	0	228
189	39	0	228
226	2	0	228
2	214	12	228
222	2	4	228
104	124	0	228
191	37	0	228
222	6	0	228
220	2	6	228
39	189	0	228
15	207	6	228
221	3	4	228
164	64	0	228
226	2	0	228
210	18	0	228
94	134	0	228
124	104	0	228
175	49	4	228
71	157	0	228
214	12	2	228
216	12	0	228
172	46	10	228
111	117	0	228
221	3	4	228
217	11	0	228
150	78	0	228
176	52	0	228
50	176	2	228
200	18	10	228
106	120	2	228
18	210	0	228
147	81	0	228
127	99	2	228
226	2	0	228
210	14	4	228
50	168	10	228
56	170	2	228
221	5	2	228
11	217	0	228
204	24	0	228
208	20	0	228
113	107	8	228
213	3	12	228
206	10	12	228
217	5	6	228
224	2	2	228
2	226	0	228
226	2	0	228
224	4	0	228
168	54	6	228
219	7	2	228
218	2	8	228
195	25	8	228
191	37	0	228
161	65	2	228
125	101	2	228
140	88	0	228
221	3	4	228
220	8	0	228
173	55	0	228
191	35	2	228
216	10	2	228
225	3	0	228
152	64	12	228
153	73	2	228
199	23	6	228
224	4	0	228
188	36	4	228
157	69	2	228
146	82	0	228
215	7	6	228
175	43	10	228
47	173	8	228
145	83	0	228
173	49	6	228
223	5	0	228
101	127	0	228
182	44	2	228
151	77	0	228
197	27	4	228
5	223	0	228
151	75	2	228
222	6	0	228
205	17	6	228
190	38	0	228
91	137	0	228
211	9	8	228
224	4	0	228
222	6	0	228
26	200	2	228
221	7	0	228
94	134	0	228
164	54	10	228
209	7	12	228
143	85	0	228
156	72	0	228
15	209	4	228
26	194	8	228
126	102	0	228
84	144	0	228
226	2	0	228
84	144	0	228
18	210	0	228
98	128	2	228
207	11	10	228
119	109	0	228
212	4	12	228
149	79	0	228
137	85	6	228
213	15	0	228
225	3	0	228
224	2	2	228
221	7	0	228
177	51	0	228
204	18	6	228
207	21	0	228
177	47	4	228
214	12	2	228
197	29	2	228
163	65	0	228
226	2	0	228
156	64	8	228
159	67	2	228
158	70	0	228
220	8	0	228
125	103	0	228
216	10	2	228
116	112	0	228
140	84	4	228
224	2	2	228
14	214	0	228
204	18	6	228
210	16	2	228
203	25	0	228
213	13	2	228
138	88	2	228
206	10	12	228
193	27	8	228
200	28	0	228
210	18	0	228
126	94	8	228
136	92	0	228
205	23	0	228
183	39	6	228
8	220	0	228
212	4	12	228
130	98	0	228
67	159	2	228
159	69	0	228
225	3	0	228
222	2	4	228
202	24	2	228
187	41	0	228
222	6	0	228
219	9	0	228
219	9	0	228
30	194	4	228
214	2	12	228
204	12	12	228
68	160	0	228
64	162	2	228
225	3	0	228
207	21	0	228
207	17	4	228
225	3	0	228
213	3	12	228
82	146	0	228
144	74	10	228
189	29	10	228
117	111	0	228
129	91	8	228
220	2	6	228
214	14	0	228
182	44	2	228
192	34	2	228
34	188	6	228
151	69	8	228
222	4	2	228
207	11	10	228
209	19	0	228
167	61	0	228
222	6	0	228
214	10	4	228
52	176	0	228
158	70	0	228
213	3	12	228
225	3	0	228
212	4	12	228
218	10	0	228
214	4	10	228
204	22	2	228
223	3	2	228
104	122	2	228
213	15	0	228
206	22	0	228
165	63	0	228
9	219	0	228
127	101	0	228
196	30	2	228
190	26	12	228
151	77	0	228
122	106	0	228
189	39	0	228
201	25	2	228
184	40	4	228
199	29	0	228
160	68	0	228
7	219	2	228
212	16	0	228
219	3	6	228
71	151	6	228
55	165	8	228
14	214	0	228
178	44	6	228
178	50	0	228
224	4	0	228
106	122	0	228
105	123	0	228
226	2	0	228
210	18	0	228
220	2	6	228
145	79	4	228
170	54	4	228
130	98	0	228
209	15	4	228
59	165	4	228
196	32	0	228
204	24	0	228
204	24	0	228
158	68	2	228
160	68	0	228
194	34	0	228
222	2	4	228
216	12	0	228
120	108	0	228
142	86	0	228
143	81	4	228
222	2	4	228
200	28	0	228
154	66	8	228
217	11	0	228
226	2	0	228
224	4	0	228
224	4	0	228
213	15	0	228
40	188	0	228
133	95	0	228
137	89	2	228
6	218	4	228
193	35	0	228
147	79	2	228
217	11	0	228
226	2	0	228
91	127	10	228
209	9	10	228
158	66	4	228
218	10	0	228
220	2	6	228
183	41	4	228
202	18	8	228
217	9	2	228
139	89	0	228
186	42	0	228
196	32	0	228
214	4	10	228
20	206	2	228
179	49	0	228
174	54	0	228
220	8	0	228
218	2	8	228
199	29	0	228
198	30	0	228
200	28	0	228
158	66	4	228
150	78	0	228
224	4	0	228
224	4	0	228
175	53	0	228
184	34	10	228
224	4	0	228
5	217	6	228
36	186	6	228
80	146	2	228
110	118	0	228
222	6	0	228
182	46	0	228
204	24	0	228
213	15	0	228
205	23	0	228
139	87	2	228
26	202	0	228
224	2	2	228
218	10	0	228
216	12	0	228
206	12	10	228
226	2	0	228
19	201	8	228
216	12	0	228
59	169	0	228
210	18	0	228
215	13	0	228
74	154	0	228
172	54	2	228
224	4	0	228
214	14	0	228
54	166	8	228
176	40	12	228
219	9	0	228
116	112	0	228
194	34	0	228
226	2	0	228
212	16	0	228
94	134	0	228
199	29	0	228
225	3	0	228
35	193	0	228
212	4	12	228
212	16	0	228
68	160	0	228
217	11	0	228
129	91	8	228
222	6	0	228
162	60	6	228
214	12	2	228
213	7	8	228
224	2	2	228
178	50	0	228
214	14	0	228
225	3	0	228
170	56	2	228
166	62	0	228
140	88	0	228
216	2	10	228
219	3	6	228
119	107	2	228
224	4	0	228
15	213	0	228
191	37	0	228
218	10	0	228
130	98	0	228
218	2	8	228
108	120	0	228
15	213	0	228
215	13	0	228
215	13	0	228
189	39	0	228
207	13	8	228
64	164	0	228
77	151	0	228
173	55	0	228
220	8	0	228
222	4	2	228
222	4	2	228
216	12	0	228
184	44	0	228
125	93	10	228
62	162	4	228
87	139	2	228
67	159	2	228
175	53	0	228
8	208	12	228
150	66	12	228
167	49	12	228
221	7	0	228
140	88	0	228
226	2	0	228
178	50	0	228
206	22	0	228
222	4	2	228
4	222	2	228
209	19	0	228
178	42	8	228
181	47	0	228
177	51	0	228
31	187	10	228
13	213	2	228
206	18	4	228
212	6	10	228
2	226	0	228
183	45	0	228
221	5	2	228
35	193	0	228
203	25	0	228
111	117	0	228
159	69	0	228
226	2	0	228
226	2	0	228
146	80	2	228
145	81	2	228
213	9	6	228
218	2	8	228
167	49	12	228
209	19	0	228
221	5	2	228
222	2	4	228
129	93	6	228
213	5	10	228
208	20	0	228
203	25	0	228
216	4	8	228
220	2	6	228
89	137	2	228
206	22	0	228
220	4	4	228
202	26	0	228
41	187	0	228
226	2	0	228
222	2	4	228
4	224	0	228
169	59	0	228
118	108	2	228
210	18	0	228
206	12	10	228
221	7	0	228
214	2	12	228
210	12	6	228
24	204	0	228
220	8	0	228
149	75	4	228
198	18	12	228
82	140	6	228
168	58	2	228
202	22	4	228
134	94	0	228
33	191	4	228
208	16	4	228
192	34	2	228
214	2	12	228
76	148	4	228
206	20	2	228
32	186	10	228
3	217	8	228
91	135	2	228
223	5	0	228
221	7	0	228
91	137	0	228
97	129	2	228
208	16	4	228
217	11	0	228
181	47	0	228
201	27	0	228
217	3	8	228
202	26	0	228
207	17	4	228
224	4	0	228
192	36	0	228
208	20	0	228
226	2	0	228
8	216	4	228
216	12	0	228
178	50	0	228
213	15	0	228
215	13	0	228
218	10	0	228
66	150	12	228
86	140	2	228
192	36	0	228
208	20	0	228
6	222	0	228
192	36	0	228
113	109	6	228
54	174	0	228
166	62	0	228
154	74	0	228
179	45	4	228
226	2	0	228
222	6	0	228
208	14	6	228
213	11	4	228
222	6	0	228
221	3	4	228
225	3	0	228
186	30	12	228
204	24	0	228
218	10	0	228
55	163	10	228
206	22	0	228
212	14	2	228
211	13	4	228
164	54	10	228
224	4	0	228
165	57	6	228
94	134	0	228
224	4	0	228
90	136	2	228
211	5	12	228
150	72	6	228
145	83	0	228
125	91	12	228
94	122	12	228
178	42	8	228
226	2	0	228
220	6	2	228
129	99	0	228
221	7	0	228
188	40	0	228
214	2	12	228
226	2	0	228
90	138	0	228
35	181	12	228
216	4	8	228
92	128	8	228
219	3	6	228
2	226	0	228
174	54	0	228
223	5	0	228
87	139	2	228
225	3	0	228
175	53	0	228
121	105	2	228
214	8	6	228
187	41	0	228
220	8	0	228
211	5	12	228
215	3	10	228
195	27	6	228
218	10	0	228
61	163	4	228
23	205	0	228
114	110	4	228
219	9	0	228
106	120	2	228
187	31	10	228
192	26	10	228
193	25	10	228
189	37	2	228
217	11	0	228
158	68	2	228
210	10	8	228
221	3	4	228
225	3	0	228
214	2	12	228
198	30	0	228
164	64	0	228
226	2	0	228
11	215	2	228
215	7	6	228
13	215	0	228
226	2	0	228
214	6	8	228
214	2	12	228
218	4	6	228
84	144	0	228
204	18	6	228
131	95	2	228
220	4	4	228
218	2	8	228
103	121	4	228
168	52	8	228
156	72	0	228
4	218	6	228
225	3	0	228
186	42	0	228
202	16	10	228
158	68	2	228
66	162	0	228
212	16	0	228
199	29	0	228
198	30	0	228
226	2	0	228
172	56	0	228
226	2	0	228
199	23	6	228
35	189	4	228
158	64	6	228
84	142	2	228
14	214	0	228
15	211	2	228
200	28	0	228
220	6	2	228
182	40	6	228
156	66	6	228
98	126	4	228
50	166	12	228
215	11	2	228
143	85	0	228
226	2	0	228
220	4	4	228
222	2	4	228
216	10	2	228
144	78	6	228
182	46	0	228
224	2	2	228
226	2	0	228
130	98	0	228
58	170	0	228
215	13	0	228
223	5	0	228
136	88	4	228
211	15	2	228
51	175	2	228
216	6	6	228
211	5	12	228
16	206	6	228
201	27	0	228
76	152	0	228
214	14	0	228
6	222	0	228
60	168	0	228
226	2	0	228
66	152	10	228
205	21	2	228
85	143	0	228
28	188	12	228
222	2	4	228
56	172	0	228
220	2	6	228
185	39	4	228
4	224	0	228
220	8	0	228
226	2	0	228
180	36	12	228
225	3	0	228
145	79	4	228
112	114	2	228
102	126	0	228
55	173	0	228
78	146	4	228
180	48	0	228
226	2	0	228
138	90	0	228
183	45	0	228
154	74	0	228
196	28	4	228
225	3	0	228
224	2	2	228
185	31	12	228
220	8	0	228
201	25	2	228
3	225	0	228
211	7	10	228
225	3	0	228
96	132	0	228
113	115	0	228
215	13	0	228
163	63	2	228
214	2	12	228
222	2	4	228
59	169	0	228
160	60	8	228
219	3	6	228
213	9	6	228
214	2	12	228
223	3	2	228
170	54	4	228
52	176	0	228
224	2	2	228
65	163	0	228
108	114	6	228
222	6	0	228
225	3	0	228
214	2	12	228
203	25	0	228
216	12	0	228
213	3	12	228
223	5	0	228
215	11	2	228
197	31	0	228
218	10	0	228
208	8	12	228
125	101	2	228
144	78	6	228
4	214	10	228
61	165	2	228
223	5	0	228
222	2	4	228
221	7	0	228
105	123	0	228
165	61	2	228
195	31	2	228
220	2	6	228
204	12	12	228
222	6	0	228
215	13	0	228
168	60	0	228
187	41	0	228
206	12	10	228
214	2	12	228
203	25	0	228
149	69	10	228
162	66	0	228
220	6	2	228
214	4	10	228
221	3	4	228
89	139	0	228
143	83	2	228
15	213	0	228
175	51	2	228
218	4	6	228
179	49	0	228
221	7	0	228
221	3	4	228
224	4	0	228
151	77	0	228
209	19	0	228
223	5	0	228
191	33	4	228
226	2	0	228
206	22	0	228
6	218	4	228
205	11	12	228
221	7	0	228
177	51	0	228
210	6	12	228
87	141	0	228
225	3	0	228
221	7	0	228
219	9	0	228
213	5	10	228
182	46	0	228
219	7	2	228
106	116	6	228
12	214	2	228
196	24	8	228
219	5	4	228
220	8	0	228
219	9	0	228
173	55	0	228
221	7	0	228
210	6	12	228
219	7	2	228
164	58	6	228
221	3	4	228
223	5	0	228
224	4	0	228
219	7	2	228
211	9	8	228
210	18	0	228
165	63	0	228
195	33	0	228
222	2	4	228
152	76	0	228
220	2	6	228
216	2	10	228
159	61	8	228
171	51	6	228
205	23	0	228
158	70	0	228
221	7	0	228
222	6	0	228
141	87	0	228
162	66	0	228
211	7	10	228
216	2	10	228
178	50	0	228
221	3	4	228
17	211	0	228
98	130	0	228
206	10	12	228
120	108	0	228
226	2	0	228
226	2	0	228
196	26	6	228
145	83	0	228
214	4	10	228
143	85	0	228
175	47	6	228
224	2	2	228
113	115	0	228
196	24	8	228
225	3	0	228
184	40	4	228
219	7	2	228
181	45	2	228
212	14	2	228
217	5	6	228
104	120	4	228
220	8	0	228
150	78	0	228
218	2	8	228
224	2	2	228
214	4	10	228
216	2	10	228
194	34	0	228
176	48	4	228
178	44	6	228
220	8	0	228
120	102	6	228
185	39	4	228
197	31	0	228
157	71	0	228
194	26	8	228
221	5	2	228
215	5	8	228
216	6	6	228
224	4	0	228
178	48	2	228
54	168	6	228
208	20	0	228
208	20	0	228
201	27	0	228
214	2	12	228
218	10	0	228
224	4	0	228
225	3	0	228
206	14	8	228
59	157	12	228
183	39	6	228
182	42	4	228
219	9	0	228
41	177	10	228
226	2	0	228
124	94	10	228
222	2	4	228
191	33	4	228
182	40	6	228
193	35	0	228
11	217	0	228
99	129	0	228
226	2	0	228
5	223	0	228
191	37	0	228
178	50	0	228
140	84	4	228
10	218	0	228
217	3	8	228
225	3	0	228
225	3	0	228
224	2	2	228
214	2	12	228
55	173	0	228
206	20	2	228
32	184	12	228
214	14	0	228
211	9	8	228
123	105	0	228
177	45	6	228
172	56	0	228
151	67	10	228
6	220	2	228
168	56	4	228
216	2	10	228
211	17	0	228
222	2	4	228
213	5	10	228
23	205	0	228
178	50	0	228
223	5	0	228
219	3	6	228
219	7	2	228
211	5	12	228
213	7	8	228
17	211	0	228
193	35	0	228
216	2	10	228
211	7	10	228
218	4	6	228
215	11	2	228
203	25	0	228
223	3	2	228
143	85	0	228
22	206	0	228
75	153	0	228
5	223	0	228
218	2	8	228
183	33	12	228
222	4	2	228
42	182	4	228
215	13	0	228
192	36	0	228
208	18	2	228
163	57	8	228
212	4	12	228
172	56	0	228
220	8	0	228
216	12	0	228
220	8	0	228
154	74	0	228
171	53	4	228
98	118	12	228
5	221	2	228
112	112	4	228
226	2	0	228
164	62	2	228
168	60	0	228
102	126	0	228
155	73	0	228
224	4	0	228
177	51	0	228
77	151	0	228
226	2	0	228
167	59	2	228
149	73	6	228
224	4	0	228
111	117	0	228
3	225	0	228
210	18	0	228
151	73	4	228
155	73	0	228
178	46	4	228
225	3	0	228
218	4	6	228
207	21	0	228
182	34	12	228
192	26	10	228
150	78	0	228
15	213	0	228
13	215	0	228
199	25	4	228
209	9	10	228
65	159	4	228
226	2	0	228
220	2	6	228
209	19	0	228
185	43	0	228
224	2	2	228
102	126	0	228
218	10	0	228
226	2	0	228
124	104	0	228
157	63	8	228
160	68	0	228
107	121	0	228
193	35	0	228
37	191	0	228
198	26	4	228
218	2	8	228
197	31	0	228
195	31	2	228
198	30	0	228
166	60	2	228
224	4	0	228
187	41	0	228
215	13	0	228
146	82	0	228
199	21	8	228
205	23	0	228
224	4	0	228
169	57	2	228
47	181	0	228
14	214	0	228
179	47	2	228
181	47	0	228
39	189	0	228
214	4	10	228
219	9	0	228
224	4	0	228
218	2	8	228
173	55	0	228
158	70	0	228
180	48	0	228
178	46	4	228
110	114	4	228
221	3	4	228
224	4	0	228
224	4	0	228
146	80	2	228
130	92	6	228
219	9	0	228
215	5	8	228
204	24	0	228
88	140	0	228
220	8	0	228
219	9	0	228
224	2	2	228
131	95	2	228
226	2	0	228
214	14	0	228
131	85	12	228
89	139	0	228
221	7	0	228
105	123	0	228
147	79	2	228
210	18	0	228
100	128	0	228
97	127	4	228
218	10	0	228
225	3	0	228
9	219	0	228
185	43	0	228
76	140	12	228
88	132	8	228
218	10	0	228
177	45	6	228
214	10	4	228
221	5	2	228
66	162	0	228
174	52	2	228
216	12	0	228
216	12	0	228
182	38	8	228
222	6	0	228
222	6	0	228
226	2	0	228
225	3	0	228
217	11	0	228
195	33	0	228
124	92	12	228
64	162	2	228
192	32	4	228
226	2	0	228
68	160	0	228
18	198	12	228
226	2	0	228
191	35	2	228
79	149	0	228
216	4	8	228
212	4	12	228
214	14	0	228
124	100	4	228
12	216	0	228
189	39	0	228
189	39	0	228
224	2	2	228
143	85	0	228
190	34	4	228
225	3	0	228
11	217	0	228
216	2	10	228
2	226	0	228
220	8	0	228
218	10	0	228
171	49	8	228
74	154	0	228
213	11	4	228
223	3	2	228
101	123	4	228
220	2	6	228
226	2	0	228
110	118	0	228
110	118	0	228
129	97	2	228
219	9	0	228
225	3	0	228
223	5	0	228
132	96	0	228
216	10	2	228
212	14	2	228
220	4	4	228
146	78	4	228
218	6	4	228
103	123	2	228
221	7	0	228
222	2	4	228
215	13	0	228
221	7	0	228
185	43	0	228
159	69	0	228
154	70	4	228
224	2	2	228
142	86	0	228
163	65	0	228
100	128	0	228
143	85	0	228
188	40	0	228
190	38	0	228
224	2	2	228
215	3	10	228
213	3	12	228
181	47	0	228
158	66	4	228
153	75	0	228
191	37	0	228
